client_no,age,gender,edu,marital,card_type
778,61,M,Uneducated,Single,Blue
779,33,M,High School,Single,Blue
780,49,M,High School,Married,Blue
781,58,F,Graduate,Single,Blue
782,37,F,High School,Single,Blue
783,32,F,High School,Single,Silver
784,45,M,High School,Unknown,Blue
785,52,F,Graduate,Married,Blue
786,47,M,Graduate,Married,Blue
787,48,M,High School,Single,Blue
788,52,F,Graduate,Single,Blue
789,47,M,Graduate,Married,Blue
790,47,M,Graduate,Married,Blue
791,45,M,Graduate,Single,Blue
792,49,F,Doctorate,Married,Blue
793,38,M,College,Single,Blue
794,35,F,High School,Single,Blue
795,45,F,Uneducated,Divorced,Blue
796,55,M,College,Single,Blue
797,50,F,Unknown,Single,Blue
798,48,M,High School,Unknown,Blue
799,52,F,Uneducated,Single,Blue
800,41,M,High School,Single,Blue
801,50,M,Graduate,Married,Blue
802,40,F,Graduate,Single,Blue
803,46,F,College,Married,Blue
804,47,M,Uneducated,Single,Blue
805,39,F,High School,Single,Blue
806,41,F,Graduate,Married,Blue
807,35,M,High School,Married,Blue
808,37,M,Uneducated,Married,Blue
809,48,F,Unknown,Married,Blue
810,62,M,High School,Single,Blue
811,51,M,Unknown,Single,Blue
812,45,M,High School,Married,Blue
813,58,F,Unknown,Divorced,Blue
814,41,M,Graduate,Married,Blue
815,40,F,Graduate,Unknown,Blue
816,48,M,High School,Single,Blue
817,35,M,Unknown,Married,Blue
818,46,M,Graduate,Married,Blue
819,48,F,High School,Married,Blue
820,52,F,Uneducated,Married,Blue
821,61,M,Graduate,Unknown,Blue
822,49,F,Uneducated,Married,Blue
823,36,F,Unknown,Divorced,Blue
824,51,M,Graduate,Married,Silver
825,51,M,Unknown,Married,Blue
826,53,F,Post-Graduate,Married,Blue
827,52,F,Graduate,Single,Blue
828,34,F,Unknown,Married,Blue
829,52,F,Unknown,Married,Blue
830,35,F,Graduate,Single,Blue
831,54,F,College,Single,Blue
832,47,M,Unknown,Divorced,Blue
833,53,M,Graduate,Married,Blue
834,40,F,Uneducated,Single,Blue
835,43,F,Unknown,Single,Blue
836,29,M,Graduate,Married,Blue
837,45,F,Unknown,Single,Blue
838,37,M,Graduate,Married,Blue
839,48,M,Unknown,Married,Blue
840,40,M,Uneducated,Single,Blue
841,35,F,Unknown,Married,Blue
842,56,F,Unknown,Single,Blue
843,44,F,High School,Unknown,Blue
844,45,F,High School,Single,Platinum
845,31,F,Unknown,Single,Silver
846,45,M,High School,Married,Blue
847,42,F,Unknown,Divorced,Blue
848,44,F,Graduate,Unknown,Blue
849,44,F,High School,Single,Blue
850,49,M,Unknown,Married,Blue
851,44,M,Graduate,Married,Blue
852,47,M,Unknown,Single,Silver
853,57,M,Uneducated,Single,Blue
854,45,F,Graduate,Married,Blue
855,34,F,Graduate,Single,Blue
856,45,M,Graduate,Divorced,Silver
857,58,F,Graduate,Married,Blue
858,45,F,Graduate,Divorced,Blue
859,33,F,Graduate,Married,Blue
860,44,F,Uneducated,Single,Blue
861,35,F,High School,Married,Blue
862,46,F,High School,Married,Blue
863,60,F,College,Single,Blue
864,29,M,Graduate,Divorced,Blue
865,47,M,Post-Graduate,Married,Blue
866,49,M,Post-Graduate,Married,Blue
867,38,M,High School,Divorced,Silver
868,43,F,Unknown,Single,Blue
869,54,F,College,Single,Blue
870,47,F,Unknown,Single,Blue
871,60,M,Doctorate,Unknown,Silver
872,49,F,Post-Graduate,Single,Blue
873,54,F,Doctorate,Married,Blue
874,46,F,Uneducated,Divorced,Blue
875,37,F,High School,Single,Blue
876,56,M,Uneducated,Divorced,Blue
877,47,F,Graduate,Married,Blue
878,41,M,High School,Married,Blue
879,48,F,Graduate,Single,Blue
880,43,M,Post-Graduate,Married,Blue
881,42,M,Graduate,Married,Blue
882,35,F,Doctorate,Married,Blue
883,38,M,High School,Single,Blue
884,51,M,High School,Married,Blue
885,59,F,Post-Graduate,Single,Blue
886,49,F,High School,Single,Silver
887,53,F,Graduate,Single,Gold
888,39,F,College,Married,Blue
889,48,F,Graduate,Married,Blue
890,58,M,Unknown,Married,Blue
891,43,M,High School,Married,Blue
892,54,M,Graduate,Married,Blue
893,41,F,Graduate,Divorced,Blue
894,51,M,High School,Single,Blue
895,40,F,Unknown,Married,Blue
896,32,F,Unknown,Single,Blue
897,38,M,Graduate,Single,Blue
898,40,M,Graduate,Single,Blue
899,41,M,Uneducated,Married,Blue
900,39,F,Uneducated,Married,Blue
901,59,M,Unknown,Single,Silver
902,55,F,Unknown,Married,Blue
903,45,F,High School,Single,Blue
904,56,F,Uneducated,Married,Blue
905,34,M,Graduate,Married,Blue
906,52,M,Uneducated,Single,Blue
907,49,F,College,Single,Blue
908,47,F,Uneducated,Single,Blue
909,45,M,College,Single,Blue
910,46,F,Graduate,Unknown,Blue
911,41,F,High School,Single,Blue
912,48,M,High School,Married,Blue
913,43,F,Graduate,Single,Blue
914,58,F,High School,Divorced,Blue
915,46,M,High School,Married,Blue
916,48,M,Post-Graduate,Single,Blue
917,43,M,Graduate,Single,Platinum
918,51,F,High School,Single,Blue
919,38,F,Graduate,Single,Blue
920,35,F,Graduate,Single,Blue
921,51,F,Unknown,Single,Blue
922,52,M,Uneducated,Married,Blue
923,54,M,Graduate,Married,Blue
924,51,F,High School,Divorced,Blue
925,41,F,College,Married,Blue
926,43,F,Unknown,Single,Blue
927,33,F,Graduate,Divorced,Blue
928,29,M,High School,Married,Blue
929,46,F,Graduate,Married,Blue
930,49,F,Post-Graduate,Married,Blue
931,53,M,Graduate,Married,Blue
932,46,F,Graduate,Married,Blue
933,31,M,Post-Graduate,Single,Silver
934,39,M,Graduate,Married,Blue
935,51,M,Uneducated,Married,Blue
936,32,F,High School,Married,Blue
937,48,F,Post-Graduate,Married,Blue
938,44,M,Uneducated,Married,Blue
939,56,M,College,Single,Blue
940,53,F,High School,Single,Blue
941,44,F,High School,Single,Blue
942,31,F,Graduate,Single,Blue
943,41,F,Doctorate,Divorced,Blue
944,44,F,Graduate,Married,Silver
945,44,M,Graduate,Single,Blue
946,29,M,Uneducated,Single,Blue
947,36,M,Graduate,Single,Blue
948,34,M,Unknown,Married,Blue
949,61,M,Graduate,Married,Blue
950,52,F,Graduate,Single,Blue
951,31,F,Uneducated,Single,Blue
952,42,M,Uneducated,Married,Blue
953,56,F,Graduate,Single,Blue
954,57,F,Unknown,Single,Blue
955,37,M,Uneducated,Unknown,Blue
956,49,M,Graduate,Married,Blue
957,40,F,Graduate,Single,Blue
958,46,M,High School,Married,Silver
959,51,M,Graduate,Single,Gold
960,46,M,Graduate,Married,Blue
961,51,M,High School,Single,Blue
962,51,M,Uneducated,Divorced,Blue
963,49,M,Graduate,Married,Blue
964,45,M,Uneducated,Married,Blue
965,30,M,Graduate,Single,Silver
966,28,M,High School,Single,Blue
967,53,F,High School,Single,Blue
968,41,F,High School,Divorced,Blue
969,43,M,Uneducated,Single,Blue
970,36,M,Post-Graduate,Married,Blue
971,38,F,Graduate,Single,Blue
972,52,M,College,Single,Blue
973,44,M,Post-Graduate,Single,Blue
974,34,M,College,Married,Blue
975,46,F,High School,Unknown,Blue
976,52,M,Uneducated,Married,Blue
977,62,F,College,Divorced,Blue
978,51,M,College,Married,Blue
979,38,M,College,Married,Blue
980,33,M,Graduate,Single,Blue
981,45,F,Unknown,Married,Blue
982,28,F,Unknown,Single,Blue
983,60,F,Unknown,Single,Blue
984,56,M,Graduate,Single,Blue
985,50,M,Post-Graduate,Single,Blue
986,56,F,College,Single,Blue
987,32,M,Uneducated,Single,Silver
988,54,F,Graduate,Married,Blue
989,39,M,College,Married,Blue
990,52,M,College,Married,Blue
991,48,M,High School,Married,Blue
992,28,M,Uneducated,Single,Blue
993,45,F,Graduate,Unknown,Blue
994,59,F,High School,Single,Blue
995,37,M,High School,Married,Blue
996,40,M,Unknown,Married,Blue
997,38,M,High School,Single,Silver
998,45,F,Unknown,Single,Blue
999,45,F,Uneducated,Married,Blue
1000,40,F,Graduate,Unknown,Blue
1001,56,M,Graduate,Married,Blue
1002,33,F,Graduate,Single,Blue
1003,47,F,Graduate,Unknown,Blue
1004,45,F,Uneducated,Married,Blue
1005,53,F,Unknown,Single,Blue
1006,47,M,High School,Married,Silver
1007,59,M,High School,Married,Blue
1008,44,F,Post-Graduate,Divorced,Blue
1009,30,F,Uneducated,Married,Blue
1010,37,M,Uneducated,Unknown,Blue
1011,52,M,Unknown,Single,Blue
1012,42,F,Graduate,Single,Blue
1013,46,M,High School,Married,Blue
1014,62,F,Uneducated,Single,Blue
1015,41,M,Graduate,Married,Blue
1016,41,F,Graduate,Divorced,Blue
1017,33,M,Graduate,Married,Blue
1018,49,F,Graduate,Married,Blue
1019,32,M,Post-Graduate,Married,Blue
1020,45,F,High School,Single,Blue
1021,46,M,High School,Married,Gold
1022,43,M,High School,Single,Blue
1023,44,M,Uneducated,Divorced,Blue
1024,55,F,High School,Married,Blue
1025,45,F,Unknown,Single,Blue
1026,51,F,Graduate,Single,Blue
1027,28,M,Unknown,Unknown,Blue
1028,46,M,Post-Graduate,Married,Blue
1029,43,M,Graduate,Unknown,Blue
1030,39,F,Graduate,Married,Blue
1031,46,F,Graduate,Married,Blue
1032,33,M,Graduate,Married,Blue
1033,31,F,Unknown,Single,Blue
1034,37,F,Graduate,Married,Blue
1035,38,F,Unknown,Married,Blue
1036,63,M,High School,Single,Blue
1037,43,F,High School,Single,Blue
1038,48,F,Doctorate,Married,Blue
1039,55,F,Uneducated,Divorced,Blue
1040,37,F,Graduate,Single,Blue
1041,38,M,College,Single,Blue
1042,56,M,Uneducated,Unknown,Blue
1043,49,F,Uneducated,Married,Blue
1044,55,M,Graduate,Married,Blue
1045,50,F,Graduate,Married,Blue
1046,39,F,Unknown,Married,Blue
1047,56,F,Unknown,Married,Blue
1048,44,M,College,Married,Gold
1049,37,M,College,Single,Blue
1050,62,F,High School,Married,Blue
1051,60,M,Uneducated,Married,Blue
1052,30,M,Unknown,Single,Blue
1053,50,M,Graduate,Single,Blue
1054,51,F,Graduate,Divorced,Blue
1055,29,M,Graduate,Married,Silver
1056,53,F,High School,Married,Blue
1057,45,F,Doctorate,Divorced,Blue
1058,33,F,Graduate,Single,Blue
1059,36,M,Graduate,Married,Blue
1060,34,F,Uneducated,Single,Blue
1061,52,M,High School,Single,Blue
1062,52,M,Graduate,Married,Blue
1063,51,M,Graduate,Single,Blue
1064,33,M,Uneducated,Married,Blue
1065,31,M,Graduate,Single,Blue
1066,40,F,Graduate,Married,Blue
1067,43,F,Uneducated,Divorced,Blue
1068,44,F,High School,Married,Blue
1069,44,M,High School,Married,Blue
1070,43,M,Graduate,Divorced,Blue
1071,47,M,High School,Married,Blue
1072,53,F,Unknown,Married,Blue
1073,38,M,High School,Single,Blue
1074,49,F,High School,Married,Silver
1075,52,F,High School,Single,Blue
1076,38,M,Unknown,Married,Blue
1077,32,F,College,Single,Blue
1078,50,F,Graduate,Unknown,Blue
1079,46,F,Doctorate,Married,Blue
1080,44,F,High School,Single,Blue
1081,54,F,Unknown,Married,Blue
1082,38,F,High School,Married,Blue
1083,54,F,High School,Married,Blue
1084,52,F,High School,Married,Blue
1085,52,M,Unknown,Married,Silver
1086,44,F,Uneducated,Single,Blue
1087,48,M,Graduate,Married,Blue
1088,57,F,High School,Divorced,Blue
1089,48,F,Uneducated,Married,Blue
1090,37,F,Unknown,Married,Blue
1091,41,M,Uneducated,Divorced,Blue
1092,45,F,High School,Single,Blue
1093,48,M,College,Divorced,Blue
1094,49,M,Uneducated,Married,Blue
1095,50,F,Graduate,Married,Blue
1096,46,M,Uneducated,Single,Blue
1097,48,M,Unknown,Unknown,Platinum
1098,26,M,High School,Single,Blue
1099,53,F,Uneducated,Married,Blue
1100,50,M,Unknown,Married,Blue
1101,39,F,College,Married,Blue
1102,51,M,Doctorate,Married,Blue
1103,53,M,Graduate,Single,Blue
1104,26,F,Uneducated,Single,Blue
1105,50,F,Uneducated,Single,Blue
1106,39,F,Post-Graduate,Married,Blue
1107,49,M,Uneducated,Single,Silver
1108,55,M,High School,Married,Blue
1109,27,M,Graduate,Married,Blue
1110,42,F,Graduate,Single,Silver
1111,53,M,Unknown,Married,Blue
1112,52,M,Unknown,Married,Blue
1113,50,M,Graduate,Married,Blue
1114,48,M,Graduate,Divorced,Blue
1115,51,F,Uneducated,Married,Blue
1116,49,M,Graduate,Unknown,Blue
1117,39,F,College,Married,Blue
1118,56,M,Graduate,Married,Blue
1119,58,F,Unknown,Single,Blue
1120,47,F,Graduate,Married,Blue
1121,35,F,College,Unknown,Blue
1122,63,M,Graduate,Married,Blue
1123,55,M,High School,Single,Blue
1124,57,M,High School,Married,Blue
1125,52,F,Unknown,Single,Blue
1126,41,M,High School,Unknown,Blue
1127,42,F,Uneducated,Single,Blue
1128,51,F,Graduate,Single,Blue
1129,50,M,Unknown,Single,Blue
1130,44,M,Doctorate,Single,Blue
1131,38,M,High School,Married,Blue
1132,32,M,Graduate,Married,Blue
1133,40,F,Uneducated,Single,Blue
1134,40,M,High School,Single,Blue
1135,50,F,Graduate,Married,Blue
1136,65,F,Graduate,Married,Blue
1137,56,F,Graduate,Single,Blue
1138,45,M,Graduate,Single,Blue
1139,47,M,Unknown,Married,Blue
1140,45,F,Post-Graduate,Married,Blue
1141,55,F,High School,Married,Blue
1142,33,M,High School,Married,Blue
1143,39,F,Graduate,Married,Blue
1144,50,F,High School,Married,Blue
1145,26,M,Unknown,Married,Blue
1146,39,M,Post-Graduate,Married,Blue
1147,44,F,High School,Married,Blue
1148,41,F,Graduate,Unknown,Blue
1149,54,M,High School,Single,Blue
1150,29,M,Post-Graduate,Single,Blue
1151,46,F,Post-Graduate,Married,Blue
1152,41,M,College,Single,Blue
1153,38,M,Uneducated,Single,Blue
1154,43,M,College,Single,Blue
1155,39,M,Graduate,Single,Blue
1156,48,F,Graduate,Single,Blue
1157,50,M,Uneducated,Married,Blue
1158,46,M,Uneducated,Married,Blue
1159,47,F,High School,Single,Blue
1160,42,M,Graduate,Single,Blue
1161,44,F,High School,Unknown,Blue
1162,36,M,College,Single,Blue
1163,58,F,Unknown,Married,Blue
1164,38,F,Graduate,Married,Blue
1165,42,F,Graduate,Single,Blue
1166,50,M,High School,Single,Blue
1167,54,F,Doctorate,Married,Blue
1168,48,M,Unknown,Divorced,Blue
1169,52,F,High School,Single,Blue
1170,50,M,Uneducated,Single,Blue
1171,65,M,Graduate,Married,Blue
1172,65,M,Graduate,Married,Blue
1173,38,F,College,Married,Blue
1174,48,F,High School,Married,Blue
1175,47,M,Unknown,Single,Blue
1176,45,M,College,Single,Blue
1177,26,F,Unknown,Single,Blue
1178,41,M,College,Single,Blue
1179,48,F,High School,Divorced,Blue
1180,38,F,Graduate,Married,Blue
1181,49,M,Uneducated,Married,Blue
1182,49,F,Post-Graduate,Married,Blue
1183,53,F,Graduate,Divorced,Blue
1184,37,M,High School,Single,Blue
1185,45,M,High School,Married,Blue
1186,48,F,Graduate,Married,Blue
1187,47,M,Unknown,Married,Blue
1188,42,M,Unknown,Single,Blue
1189,57,F,Post-Graduate,Single,Blue
1190,42,M,Unknown,Married,Blue
1191,42,F,Graduate,Single,Blue
1192,46,F,Unknown,Married,Blue
1193,41,M,Uneducated,Married,Blue
1194,46,F,High School,Married,Blue
1195,44,M,Graduate,Married,Blue
1196,43,F,Graduate,Divorced,Blue
1197,59,M,Unknown,Unknown,Silver
1198,40,M,Unknown,Married,Blue
1199,53,M,High School,Married,Blue
1200,47,M,College,Unknown,Blue
1201,46,M,Unknown,Single,Blue
1202,44,F,Graduate,Single,Blue
1203,36,F,High School,Married,Blue
1204,55,M,Unknown,Single,Blue
1205,47,M,Graduate,Single,Blue
1206,35,M,Unknown,Single,Blue
1207,57,F,Graduate,Married,Blue
1208,52,F,Graduate,Single,Blue
1209,26,F,High School,Single,Blue
1210,34,M,High School,Unknown,Blue
1211,33,M,Unknown,Married,Blue
1212,44,F,Graduate,Married,Blue
1213,28,F,Unknown,Single,Silver
1214,46,F,Graduate,Unknown,Blue
1215,51,M,Uneducated,Single,Blue
1216,55,F,Graduate,Single,Blue
1217,56,M,College,Single,Blue
1218,49,M,Uneducated,Married,Blue
1219,49,M,High School,Married,Blue
1220,37,F,High School,Single,Blue
1221,43,F,Post-Graduate,Married,Blue
1222,52,M,High School,Unknown,Blue
1223,46,F,Uneducated,Single,Blue
1224,43,M,Unknown,Married,Blue
1225,50,M,High School,Married,Blue
1226,39,F,High School,Single,Blue
1227,36,F,Uneducated,Married,Blue
1228,44,M,Uneducated,Unknown,Blue
1229,38,M,High School,Single,Gold
1230,47,M,High School,Single,Blue
1231,31,M,Uneducated,Married,Blue
1232,26,M,Graduate,Single,Blue
1233,46,M,High School,Married,Blue
1234,51,M,Uneducated,Married,Blue
1235,48,F,Graduate,Single,Blue
1236,41,M,Unknown,Divorced,Blue
1237,29,M,High School,Single,Blue
1238,44,F,High School,Single,Blue
1239,42,F,High School,Single,Blue
1240,45,M,Graduate,Unknown,Blue
1241,44,F,Uneducated,Single,Blue
1242,51,M,Graduate,Married,Blue
1243,39,F,Graduate,Married,Blue
1244,46,M,Graduate,Single,Blue
1245,50,F,High School,Single,Blue
1246,32,M,College,Unknown,Blue
1247,47,M,Graduate,Unknown,Blue
1248,55,F,Unknown,Single,Blue
1249,41,M,Unknown,Married,Blue
1250,42,M,Uneducated,Married,Blue
1251,40,F,High School,Married,Blue
1252,42,F,Doctorate,Married,Blue
1253,29,F,Uneducated,Single,Blue
1254,47,M,Uneducated,Single,Blue
1255,48,F,Graduate,Married,Blue
1256,38,F,Graduate,Single,Blue
1257,40,M,High School,Married,Blue
1258,39,F,Graduate,Divorced,Blue
1259,37,M,High School,Single,Blue
1260,46,M,Uneducated,Married,Blue
1261,40,F,College,Unknown,Blue
1262,38,F,Unknown,Married,Blue
1263,53,M,Post-Graduate,Unknown,Blue
1264,47,F,Unknown,Unknown,Blue
1265,59,M,Graduate,Single,Blue
1266,53,M,High School,Single,Blue
1267,65,M,High School,Married,Blue
1268,47,F,Graduate,Married,Blue
1269,58,F,High School,Married,Blue
1270,32,M,Graduate,Divorced,Blue
1271,44,M,College,Single,Silver
1272,41,F,Unknown,Married,Blue
1273,37,M,Graduate,Married,Blue
1274,46,M,Graduate,Single,Blue
1275,44,F,Graduate,Single,Blue
1276,46,M,Graduate,Single,Blue
1277,46,F,Unknown,Single,Silver
1278,51,F,Graduate,Single,Blue
1279,58,M,Graduate,Married,Silver
1280,52,F,Unknown,Married,Blue
1281,60,M,Uneducated,Single,Blue
1282,52,F,Uneducated,Single,Blue
1283,49,F,High School,Divorced,Blue
1284,46,F,Unknown,Married,Blue
1285,53,M,Doctorate,Single,Blue
1286,43,F,Uneducated,Single,Blue
1287,42,M,Doctorate,Divorced,Blue
1288,49,F,High School,Married,Blue
1289,62,F,Unknown,Single,Blue
1290,40,F,High School,Single,Blue
1291,46,M,Post-Graduate,Unknown,Blue
1292,49,M,Graduate,Single,Blue
1293,39,F,Unknown,Married,Blue
1294,52,F,High School,Married,Blue
1295,57,M,Graduate,Unknown,Blue
1296,39,M,High School,Single,Blue
1297,53,F,College,Married,Blue
1298,48,F,Uneducated,Single,Blue
1299,53,M,Unknown,Married,Blue
1300,56,F,High School,Single,Blue
1301,64,F,Doctorate,Married,Blue
1302,31,F,Graduate,Single,Blue
1303,43,F,High School,Unknown,Blue
1304,61,F,Graduate,Married,Blue
1305,40,F,Unknown,Married,Blue
1306,61,F,Graduate,Unknown,Silver
1307,50,F,High School,Married,Blue
1308,44,M,Graduate,Unknown,Blue
1309,49,M,High School,Married,Blue
1310,40,F,Graduate,Single,Blue
1311,53,F,Graduate,Married,Blue
1312,48,M,Graduate,Single,Blue
1313,43,F,Post-Graduate,Married,Blue
1314,53,M,High School,Unknown,Blue
1315,59,F,Graduate,Married,Blue
1316,48,F,Uneducated,Single,Blue
1317,31,M,Graduate,Married,Blue
1318,46,M,High School,Unknown,Blue
1319,57,M,Unknown,Married,Blue
1320,49,F,Graduate,Married,Blue
1321,56,F,Uneducated,Married,Blue
1322,55,M,Graduate,Single,Blue
1323,47,M,Graduate,Married,Blue
1324,47,F,Post-Graduate,Married,Blue
1325,53,F,Graduate,Married,Blue
1326,41,F,High School,Single,Blue
1327,33,F,Uneducated,Married,Blue
1328,50,F,Graduate,Married,Blue
1329,52,M,Graduate,Single,Blue
1330,35,M,Unknown,Married,Blue
1331,34,M,Uneducated,Married,Blue
1332,46,F,Graduate,Married,Blue
1333,40,F,Doctorate,Married,Blue
1334,44,M,Unknown,Married,Blue
1335,50,F,Uneducated,Unknown,Silver
1336,34,F,College,Divorced,Blue
1337,37,F,College,Married,Blue
1338,40,M,Graduate,Married,Silver
1339,39,M,College,Single,Blue
1340,46,F,High School,Single,Silver
1341,48,M,Uneducated,Married,Silver
1342,49,M,Uneducated,Married,Blue
1343,43,M,High School,Married,Blue
1344,29,M,Post-Graduate,Married,Blue
1345,56,M,Graduate,Married,Blue
1346,45,F,Graduate,Married,Blue
1347,65,M,Unknown,Married,Blue
1348,51,M,College,Single,Blue
1349,37,F,Uneducated,Single,Blue
1350,59,F,Uneducated,Married,Blue
1351,42,M,Unknown,Married,Blue
1352,52,F,Unknown,Single,Blue
1353,45,M,High School,Married,Blue
1354,45,M,Graduate,Married,Blue
1355,34,F,High School,Single,Blue
1356,34,M,College,Unknown,Blue
1357,54,M,High School,Single,Blue
1358,41,F,Uneducated,Single,Blue
1359,38,M,Post-Graduate,Married,Blue
1360,46,M,High School,Married,Blue
1361,47,M,Post-Graduate,Single,Silver
1362,65,M,High School,Single,Blue
1363,36,F,Doctorate,Unknown,Blue
1364,48,M,Unknown,Unknown,Blue
1365,45,F,Uneducated,Married,Blue
1366,45,F,Graduate,Married,Blue
1367,48,F,Doctorate,Divorced,Silver
1368,41,F,Uneducated,Married,Blue
1369,48,M,Post-Graduate,Married,Blue
1370,51,F,Doctorate,Married,Blue
1371,41,F,Graduate,Married,Silver
1372,42,F,High School,Married,Blue
1373,47,F,Graduate,Single,Blue
1374,45,M,Uneducated,Divorced,Silver
1375,27,M,Unknown,Single,Blue
1376,58,M,Graduate,Married,Blue
1377,41,M,Graduate,Married,Blue
1378,44,F,High School,Divorced,Blue
1379,50,F,Graduate,Single,Blue
1380,51,M,High School,Married,Blue
1381,42,M,High School,Single,Blue
1382,52,F,Graduate,Married,Blue
1383,48,M,Graduate,Married,Silver
1384,37,F,High School,Unknown,Blue
1385,57,F,High School,Married,Blue
1386,53,M,Unknown,Married,Blue
1387,35,F,Doctorate,Married,Blue
1388,51,F,Unknown,Unknown,Blue
1389,36,M,Graduate,Married,Blue
1390,65,F,Unknown,Single,Blue
1391,56,F,High School,Married,Blue
1392,43,M,High School,Single,Blue
1393,44,F,Uneducated,Married,Blue
1394,45,F,College,Married,Blue
1395,63,F,College,Single,Blue
1396,57,M,Graduate,Married,Blue
1397,38,M,Unknown,Single,Blue
1398,52,F,High School,Single,Blue
1399,32,F,Post-Graduate,Married,Blue
1400,39,M,Unknown,Married,Blue
1401,33,F,Doctorate,Single,Blue
1402,37,M,Uneducated,Single,Blue
1403,55,F,High School,Single,Blue
